File,ChangeType,FileHuman,WorkingDir,PrevName,severity,severityIcon
layouts/ServiceTerritoryMember-Service Territory Member Layout.layout-meta.xml,A,Layout ServiceTerritoryMember-Service Territory Member Layout,,,log,📰
layouts/SessionHijackingEventStore-Session Hijacking Event Store Layout.layout-meta.xml,A,Layout SessionHijackingEventStore-Session Hijacking Event Store Layout,,,log,📰
layouts/Shift-Shift Layout.layout-meta.xml,A,Layout Shift-Shift Layout,,,log,📰
layouts/ShiftWorkTopic-Shift Work Topic Layout.layout-meta.xml,A,Layout ShiftWorkTopic-Shift Work Topic Layout,,,log,📰
layouts/ShippingConfigurationSet-Shipping Configuration Set Layout.layout-meta.xml,A,Layout ShippingConfigurationSet-Shipping Configuration Set Layout,,,log,📰
layouts/ShippingRateArea-Shipping Rate Area Layout.layout-meta.xml,A,Layout ShippingRateArea-Shipping Rate Area Layout,,,log,📰
layouts/ShippingRateGroup-Shipping Rate Group Layout.layout-meta.xml,A,Layout ShippingRateGroup-Shipping Rate Group Layout,,,log,📰
layouts/SkillRequirement-Skill Requirement Layout.layout-meta.xml,A,Layout SkillRequirement-Skill Requirement Layout,,,log,📰
layouts/SocialPersona-Social Persona Layout.layout-meta.xml,A,Layout SocialPersona-Social Persona Layout,,,log,📰
layouts/Solution-Solution Layout.layout-meta.xml,A,Layout Solution-Solution Layout,,,log,📰
layouts/StandardShippingRate-Standard Shipping Rate Layout.layout-meta.xml,A,Layout StandardShippingRate-Standard Shipping Rate Layout,,,log,📰
layouts/Task-Task Layout.layout-meta.xml,A,Layout Task-Task Layout,,,log,📰
layouts/ThreatDetectionFeedback-Threat Detection Feedback Layout.layout-meta.xml,A,Layout ThreatDetectionFeedback-Threat Detection Feedback Layout,,,log,📰
layouts/TimeSlot-Time Slot Layout.layout-meta.xml,A,Layout TimeSlot-Time Slot Layout,,,log,📰
layouts/User-User Layout.layout-meta.xml,A,Layout User-User Layout,,,log,📰
layouts/UserProvAccount-User Provisioning Account Layout.layout-meta.xml,A,Layout UserProvAccount-User Provisioning Account Layout,,,log,📰
layouts/UserProvisioningLog-User Provisioning Log Layout.layout-meta.xml,A,Layout UserProvisioningLog-User Provisioning Log Layout,,,log,📰
layouts/UserProvisioningRequest-User Provisioning Request Layout.layout-meta.xml,A,Layout UserProvisioningRequest-User Provisioning Request Layout,,,log,📰
layouts/Waitlist-%5F%5FMISSING LABEL%5F%5F PropertyFile - val Waitlist not found in section StandardLayouts.layout-meta.xml,A,Layout Waitlist-%5F%5FMISSING LABEL%5F%5F PropertyFile - val Waitlist not found in section StandardLayouts,,,log,📰
layouts/WebCart-Cart Layout.layout-meta.xml,A,Layout WebCart-Cart Layout,,,log,📰
layouts/WebCartAdjustmentBasis-Cart Adjustment Basis Layout.layout-meta.xml,A,Layout WebCartAdjustmentBasis-Cart Adjustment Basis Layout,,,log,📰
layouts/WebCartAdjustmentGroup-Cart Adjustment Group Layout.layout-meta.xml,A,Layout WebCartAdjustmentGroup-Cart Adjustment Group Layout,,,log,📰
layouts/WebStore-Store Layout.layout-meta.xml,A,Layout WebStore-Store Layout,,,log,📰
layouts/WorkOrder-Work Order Layout.layout-meta.xml,A,Layout WorkOrder-Work Order Layout,,,log,📰
layouts/WorkOrderLineItem-Work Order Line Item Layout.layout-meta.xml,A,Layout WorkOrderLineItem-Work Order Line Item Layout,,,log,📰
layouts/WorkPlan-Work Plan Layout.layout-meta.xml,A,Layout WorkPlan-Work Plan Layout,,,log,📰
layouts/WorkPlanTemplate-Work Plan Template Layout.layout-meta.xml,A,Layout WorkPlanTemplate-Work Plan Template Layout,,,log,📰
layouts/WorkPlanTemplateEntry-Work Plan Template Entry Layout.layout-meta.xml,A,Layout WorkPlanTemplateEntry-Work Plan Template Entry Layout,,,log,📰
layouts/WorkStep-Work Step Layout.layout-meta.xml,A,Layout WorkStep-Work Step Layout,,,log,📰
layouts/WorkStepTemplate-Work Step Template Layout.layout-meta.xml,A,Layout WorkStepTemplate-Work Step Template Layout,,,log,📰
layouts/WorkType-Work Type Layout.layout-meta.xml,A,Layout WorkType-Work Type Layout,,,log,📰
layouts/WorkTypeGroup-Work Type Group Layout.layout-meta.xml,A,Layout WorkTypeGroup-Work Type Group Layout,,,log,📰
layouts/WorkTypeGroupMember-Work Type Group Member Layout.layout-meta.xml,A,Layout WorkTypeGroupMember-Work Type Group Member Layout,,,log,📰
lwc/logBatchPurge/logBatchPurge.css,A,LightningComponentBundle logBatchPurge/logBatchPurge.css,,,log,📰
lwc/logBatchPurge/logBatchPurge.html,A,LightningComponentBundle logBatchPurge/logBatchPurge.html,,,log,📰
lwc/logBatchPurge/logBatchPurge.js,A,LightningComponentBundle logBatchPurge/logBatchPurge.js,,,log,📰
lwc/logBatchPurge/logBatchPurge.js-meta.xml,A,LightningComponentBundle logBatchPurge/logBatchPurge.js-meta.xml,,,log,📰
lwc/logEntryEventStream/logEntryEventStream.css,A,LightningComponentBundle logEntryEventStream/logEntryEventStream.css,,,log,📰
lwc/logEntryEventStream/logEntryEventStream.html,A,LightningComponentBundle logEntryEventStream/logEntryEventStream.html,,,log,📰
lwc/logEntryEventStream/logEntryEventStream.js,A,LightningComponentBundle logEntryEventStream/logEntryEventStream.js,,,log,📰
lwc/logEntryEventStream/logEntryEventStream.js-meta.xml,A,LightningComponentBundle logEntryEventStream/logEntryEventStream.js-meta.xml,,,log,📰
lwc/logEntryMetadataViewer/logEntryMetadataViewer.html,A,LightningComponentBundle logEntryMetadataViewer/logEntryMetadataViewer.html,,,log,📰
lwc/logEntryMetadataViewer/logEntryMetadataViewer.js,A,LightningComponentBundle logEntryMetadataViewer/logEntryMetadataViewer.js,,,log,📰
lwc/logEntryMetadataViewer/logEntryMetadataViewer.js-meta.xml,A,LightningComponentBundle logEntryMetadataViewer/logEntryMetadataViewer.js-meta.xml,,,log,📰
lwc/logOrganizationLimits/logOrganizationLimits.html,A,LightningComponentBundle logOrganizationLimits/logOrganizationLimits.html,,,log,📰
lwc/logOrganizationLimits/logOrganizationLimits.js,A,LightningComponentBundle logOrganizationLimits/logOrganizationLimits.js,,,log,📰
lwc/logOrganizationLimits/logOrganizationLimits.js-meta.xml,A,LightningComponentBundle logOrganizationLimits/logOrganizationLimits.js-meta.xml,,,log,📰
lwc/logViewer/logViewer.css,A,LightningComponentBundle logViewer/logViewer.css,,,log,📰
lwc/logViewer/logViewer.html,A,LightningComponentBundle logViewer/logViewer.html,,,log,📰
lwc/logViewer/logViewer.js,A,LightningComponentBundle logViewer/logViewer.js,,,log,📰
lwc/logViewer/logViewer.js-meta.xml,A,LightningComponentBundle logViewer/logViewer.js-meta.xml,,,log,📰
lwc/logger/logEntryBuilder.js,A,LightningComponentBundle logger/logEntryBuilder.js,,,log,📰
lwc/logger/logger.js,A,LightningComponentBundle logger/logger.js,,,log,📰
lwc/logger/logger.js-meta.xml,A,LightningComponentBundle logger/logger.js-meta.xml,,,log,📰
lwc/logger/loggerService.js,A,LightningComponentBundle logger/loggerService.js,,,log,📰
lwc/logger/loggerServiceTaskQueue.js,A,LightningComponentBundle logger/loggerServiceTaskQueue.js,,,log,📰
lwc/logger/loggerStackTrace.js,A,LightningComponentBundle logger/loggerStackTrace.js,,,log,📰
lwc/loggerCodeViewer/loggerCodeViewer.css,A,LightningComponentBundle loggerCodeViewer/loggerCodeViewer.css,,,log,📰
lwc/loggerCodeViewer/loggerCodeViewer.html,A,LightningComponentBundle loggerCodeViewer/loggerCodeViewer.html,,,log,📰
lwc/loggerCodeViewer/loggerCodeViewer.js,A,LightningComponentBundle loggerCodeViewer/loggerCodeViewer.js,,,log,📰
lwc/loggerCodeViewer/loggerCodeViewer.js-meta.xml,A,LightningComponentBundle loggerCodeViewer/loggerCodeViewer.js-meta.xml,,,log,📰
lwc/loggerHomeHeader/loggerHomeHeader.html,A,LightningComponentBundle loggerHomeHeader/loggerHomeHeader.html,,,log,📰
lwc/loggerHomeHeader/loggerHomeHeader.js,A,LightningComponentBundle loggerHomeHeader/loggerHomeHeader.js,,,log,📰
lwc/loggerHomeHeader/loggerHomeHeader.js-meta.xml,A,LightningComponentBundle loggerHomeHeader/loggerHomeHeader.js-meta.xml,,,log,📰
lwc/loggerPageSection/loggerPageSection.html,A,LightningComponentBundle loggerPageSection/loggerPageSection.html,,,log,📰
lwc/loggerPageSection/loggerPageSection.js,A,LightningComponentBundle loggerPageSection/loggerPageSection.js,,,log,📰
lwc/loggerPageSection/loggerPageSection.js-meta.xml,A,LightningComponentBundle loggerPageSection/loggerPageSection.js-meta.xml,,,log,📰
lwc/loggerSettings/loggerSettings.html,A,LightningComponentBundle loggerSettings/loggerSettings.html,,,log,📰
lwc/loggerSettings/loggerSettings.js,A,LightningComponentBundle loggerSettings/loggerSettings.js,,,log,📰
lwc/loggerSettings/loggerSettings.js-meta.xml,A,LightningComponentBundle loggerSettings/loggerSettings.js-meta.xml,,,log,📰
lwc/loggerSettings/loggerSettingsPageLayout.js,A,LightningComponentBundle loggerSettings/loggerSettingsPageLayout.js,,,log,📰
lwc/relatedLogEntries/relatedLogEntries.html,A,LightningComponentBundle relatedLogEntries/relatedLogEntries.html,,,log,📰
lwc/relatedLogEntries/relatedLogEntries.js,A,LightningComponentBundle relatedLogEntries/relatedLogEntries.js,,,log,📰
lwc/relatedLogEntries/relatedLogEntries.js-meta.xml,A,LightningComponentBundle relatedLogEntries/relatedLogEntries.js-meta.xml,,,log,📰
managedContentTypes/cms_document.managedContentType-meta.xml,A,ManagedContentType cms_document,,,log,📰
managedContentTypes/cms_image.managedContentType-meta.xml,A,ManagedContentType cms_image,,,log,📰
managedContentTypes/news.managedContentType-meta.xml,A,ManagedContentType news,,,log,📰
matchingRules/Account.matchingRule-meta.xml,A,MatchingRules Account,,,log,📰
matchingRules/Address.matchingRule-meta.xml,A,MatchingRules Address,,,log,📰
matchingRules/Contact.matchingRule-meta.xml,A,MatchingRules Contact,,,log,📰
matchingRules/Individual.matchingRule-meta.xml,A,MatchingRules Individual,,,log,📰
matchingRules/Lead.matchingRule-meta.xml,A,MatchingRules Lead,,,log,📰
milestoneTypes/Close Case.milestoneType-meta.xml,A,MilestoneType Close Case,,,log,📰
milestoneTypes/Escalate Case.milestoneType-meta.xml,A,MilestoneType Escalate Case,,,log,📰
milestoneTypes/First Response to Customer.milestoneType-meta.xml,A,MilestoneType First Response to Customer,,,log,📰
notificationTypeConfig/NotificationTypeConfig.config-meta.xml,A,NotificationTypeConfig NotificationTypeConfig,,,log,📰
notificationtypes/enablement_coaching_feedback_ready.notiftype-meta.xml,A,CustomNotificationType enablement_coaching_feedback_ready,,,log,📰
objectTranslations/LogEntryDataMaskRule__mdt-en_US/ApplyToMessage__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryDataMaskRule__mdt-en_US/ApplyToMessage__c,,,log,📰
objectTranslations/LogEntryDataMaskRule__mdt-en_US/ApplyToRecordJson__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryDataMaskRule__mdt-en_US/ApplyToRecordJson__c,,,log,📰
objectTranslations/LogEntryDataMaskRule__mdt-en_US/IsEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryDataMaskRule__mdt-en_US/IsEnabled__c,,,log,📰
objectTranslations/LogEntryDataMaskRule__mdt-en_US/LogEntryDataMaskRule__mdt-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation LogEntryDataMaskRule__mdt-en_US/LogEntryDataMaskRule__mdt-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/LogEntryDataMaskRule__mdt-en_US/ReplacementRegEx__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryDataMaskRule__mdt-en_US/ReplacementRegEx__c,,,log,📰
objectTranslations/LogEntryDataMaskRule__mdt-en_US/SensitiveDataRegEx__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryDataMaskRule__mdt-en_US/SensitiveDataRegEx__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ApiVersion__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ApiVersion__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/AsyncContextChildJobId__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/AsyncContextChildJobId__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/AsyncContextParentJobId__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/AsyncContextParentJobId__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/AsyncContextTriggerId__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/AsyncContextTriggerId__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/AsyncContextType__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/AsyncContextType__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/BrowserAddress__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/BrowserAddress__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/BrowserFormFactor__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/BrowserFormFactor__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/BrowserLanguage__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/BrowserLanguage__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/BrowserScreenResolution__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/BrowserScreenResolution__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/BrowserUrl__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/BrowserUrl__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/BrowserUserAgent__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/BrowserUserAgent__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/BrowserWindowResolution__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/BrowserWindowResolution__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ComponentType__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ComponentType__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/DatabaseResultCollectionSize__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/DatabaseResultCollectionSize__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/DatabaseResultCollectionType__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/DatabaseResultCollectionType__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/DatabaseResultJson__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/DatabaseResultJson__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/DatabaseResultType__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/DatabaseResultType__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/EntrySaveReason__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/EntrySaveReason__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/EntryScenario__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/EntryScenario__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/EpochTimestamp__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/EpochTimestamp__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ExceptionLocation__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ExceptionLocation__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ExceptionMessage__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ExceptionMessage__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ExceptionSourceActionName__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ExceptionSourceActionName__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ExceptionSourceApiName__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ExceptionSourceApiName__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ExceptionSourceMetadataType__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ExceptionSourceMetadataType__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ExceptionStackTrace__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ExceptionStackTrace__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ExceptionType__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ExceptionType__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpRequestBodyMasked__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpRequestBodyMasked__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpRequestBodyTruncated__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpRequestBodyTruncated__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpRequestBody__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpRequestBody__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpRequestCompressed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpRequestCompressed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpRequestEndpointAddress__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpRequestEndpointAddress__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpRequestEndpoint__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpRequestEndpoint__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpRequestHeaderKeys__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpRequestHeaderKeys__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpRequestHeaders__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpRequestHeaders__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpRequestMethod__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpRequestMethod__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpResponseBodyMasked__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpResponseBodyMasked__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpResponseBodyTruncated__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpResponseBodyTruncated__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpResponseBody__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpResponseBody__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpResponseHeaderKeys__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpResponseHeaderKeys__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpResponseHeaders__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpResponseHeaders__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpResponseStatusCode__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpResponseStatusCode__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/HttpResponseStatus__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/HttpResponseStatus__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/ImpersonatedById__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/ImpersonatedById__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsAggregateQueriesMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsAggregateQueriesMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsAggregateQueriesUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsAggregateQueriesUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsAggregateQueryMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsAggregateQueryMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsApexCursorFetchCallsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsApexCursorFetchCallsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsApexCursorFetchCallsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsApexCursorFetchCallsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsApexCursorRowsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsApexCursorRowsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsApexCursorRowsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsApexCursorRowsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsAsyncCallsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsAsyncCallsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsAsyncCallsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsAsyncCallsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsCalloutsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsCalloutsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsCalloutsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsCalloutsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsCpuTimeMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsCpuTimeMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsCpuTimeUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsCpuTimeUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsDmlRowsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsDmlRowsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsDmlRowsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsDmlRowsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsDmlStatementsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsDmlStatementsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsDmlStatementsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsDmlStatementsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsEmailInvocationsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsEmailInvocationsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsEmailInvocationsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsEmailInvocationsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsFutureCallsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsFutureCallsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsFutureCallsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsFutureCallsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsHeapSizeMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsHeapSizeMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsHeapSizeUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsHeapSizeUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsMobilePushApexCallsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsMobilePushApexCallsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsMobilePushApexCallsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsMobilePushApexCallsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsPublishImmediateDmlStatementsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsPublishImmediateDmlStatementsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsPublishImmediateDmlStatementsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsPublishImmediateDmlStatementsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsQueueableJobsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsQueueableJobsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsQueueableJobsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsQueueableJobsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsSoqlQueriesMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsSoqlQueriesMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsSoqlQueriesUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsSoqlQueriesUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsSoqlQueryLocatorRowsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsSoqlQueryLocatorRowsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsSoqlQueryLocatorRowsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsSoqlQueryLocatorRowsUsed__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsSoqlQueryRowsMax__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsSoqlQueryRowsMax__c,,,log,📰
objectTranslations/LogEntryEvent__e-en_US/LimitsSoqlQueryRowsUsed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LogEntryEvent__e-en_US/LimitsSoqlQueryRowsUsed__c,,,log,📰
